externalId;kind;firstName;lastName;companyName;legalIdentifier;email;phone;mobile;addressLine1;addressLine2;postalCode;city;country;notes
DO-0200;individual;Claire;Simon;;;claire.simon.do200@example.fr;;0720000200;21 boulevard Haussmann;;33000;Bordeaux;FR;
DO-0201;company;;;Assureur Moreau SARL;20000000000201;ops201@donneur-201.example.fr;0150000201;;22 rue du Commerce;;31000;Toulouse;FR;
DO-0202;company;;;Assureur Simon SA;20000000000202;ops202@donneur-202.example.fr;0150000202;;23 place de la République;;44000;Nantes;FR;
DO-0203;company;;;Assureur Laurent EURL;20000000000203;ops203@donneur-203.example.fr;0150000203;;24 chemin des Vignes;;59000;Lille;FR;
DO-0204;individual;Léa;Garcia;;;léa.garcia.do204@example.fr;;0720000204;25 impasse des Lilas;;67000;Strasbourg;FR;
DO-0205;company;;;Assureur Michel SAS;20000000000205;ops205@donneur-205.example.fr;0150000205;;26 allée des Tilleuls;;34000;Montpellier;FR;
DO-0206;company;;;Assureur Garcia SARL;20000000000206;ops206@donneur-206.example.fr;0150000206;;27 rue Nationale;;06000;Nice;FR;
DO-0207;company;;;Assureur David SA;20000000000207;ops207@donneur-207.example.fr;0150000207;;28 cours Mirabeau;;35000;Rennes;FR;
DO-0208;individual;Marie;Dubois;;;marie.dubois.do208@example.fr;;0720000208;29 rue de la Paix;;51100;Reims;FR;
DO-0209;company;;;Assureur Bernard SCI;20000000000209;ops209@donneur-209.example.fr;0150000209;;30 avenue Victor Hugo;;21000;Dijon;FR;
DO-0210;company;;;Assureur Dubois SAS;20000000000210;ops210@donneur-210.example.fr;0150000210;;31 boulevard Haussmann;;80000;Amiens;FR;
DO-0211;company;;;Assureur Thomas SARL;20000000000211;ops211@donneur-211.example.fr;0150000211;;32 rue du Commerce;;76000;Rouen;FR;
DO-0212;individual;Camille;Petit;;;camille.petit.do212@example.fr;;0720000212;33 place de la République;;14000;Caen;FR;
DO-0213;company;;;Assureur Richard EURL;20000000000213;ops213@donneur-213.example.fr;0150000213;;34 chemin des Vignes;;29200;Brest;FR;
DO-0214;company;;;Assureur Petit SCI;20000000000214;ops214@donneur-214.example.fr;0150000214;;35 impasse des Lilas;;29800;Landerneau;FR;
DO-0215;company;;;Assureur Durand SAS;20000000000215;ops215@donneur-215.example.fr;0150000215;;36 allée des Tilleuls;;75001;Paris;FR;
DO-0216;individual;Claire;Simon;;;claire.simon.do216@example.fr;;0720000216;37 rue Nationale;;75002;Paris;FR;
DO-0217;company;;;Assureur Moreau SA;20000000000217;ops217@donneur-217.example.fr;0150000217;;38 cours Mirabeau;;69001;Lyon;FR;
DO-0218;company;;;Assureur Simon EURL;20000000000218;ops218@donneur-218.example.fr;0150000218;;39 rue de la Paix;;69003;Lyon;FR;
DO-0219;company;;;Assureur Laurent SCI;20000000000219;ops219@donneur-219.example.fr;0150000219;;40 avenue Victor Hugo;;13001;Marseille;FR;
DO-0220;individual;Léa;Garcia;;;léa.garcia.do220@example.fr;;0720000220;41 boulevard Haussmann;;33000;Bordeaux;FR;
DO-0221;company;;;Assureur Michel SARL;20000000000221;ops221@donneur-221.example.fr;0150000221;;42 rue du Commerce;;31000;Toulouse;FR;
DO-0222;company;;;Assureur Garcia SA;20000000000222;ops222@donneur-222.example.fr;0150000222;;43 place de la République;;44000;Nantes;FR;
DO-0223;company;;;Assureur David EURL;20000000000223;ops223@donneur-223.example.fr;0150000223;;44 chemin des Vignes;;59000;Lille;FR;
DO-0224;individual;Marie;Dubois;;;marie.dubois.do224@example.fr;;0720000224;45 impasse des Lilas;;67000;Strasbourg;FR;
DO-0225;company;;;Assureur Bernard SAS;20000000000225;ops225@donneur-225.example.fr;0150000225;;46 allée des Tilleuls;;34000;Montpellier;FR;
DO-0226;company;;;Assureur Dubois SARL;20000000000226;ops226@donneur-226.example.fr;0150000226;;47 rue Nationale;;06000;Nice;FR;
DO-0227;company;;;Assureur Thomas SA;20000000000227;ops227@donneur-227.example.fr;0150000227;;48 cours Mirabeau;;35000;Rennes;FR;
DO-0228;individual;Camille;Petit;;;camille.petit.do228@example.fr;;0720000228;49 rue de la Paix;;51100;Reims;FR;
DO-0229;company;;;Assureur Richard SCI;20000000000229;ops229@donneur-229.example.fr;0150000229;;50 avenue Victor Hugo;;21000;Dijon;FR;
DO-0230;company;;;Assureur Petit SAS;20000000000230;ops230@donneur-230.example.fr;0150000230;;51 boulevard Haussmann;;80000;Amiens;FR;
DO-0231;company;;;Assureur Durand SARL;20000000000231;ops231@donneur-231.example.fr;0150000231;;52 rue du Commerce;;76000;Rouen;FR;
DO-0232;individual;Claire;Simon;;;claire.simon.do232@example.fr;;0720000232;53 place de la République;;14000;Caen;FR;
DO-0233;company;;;Assureur Moreau EURL;20000000000233;ops233@donneur-233.example.fr;0150000233;;54 chemin des Vignes;;29200;Brest;FR;
DO-0234;company;;;Assureur Simon SCI;20000000000234;ops234@donneur-234.example.fr;0150000234;;55 impasse des Lilas;;29800;Landerneau;FR;
DO-0235;company;;;Assureur Laurent SAS;20000000000235;ops235@donneur-235.example.fr;0150000235;;56 allée des Tilleuls;;75001;Paris;FR;
DO-0236;individual;Léa;Garcia;;;léa.garcia.do236@example.fr;;0720000236;57 rue Nationale;;75002;Paris;FR;
DO-0237;company;;;Assureur Michel SA;20000000000237;ops237@donneur-237.example.fr;0150000237;;58 cours Mirabeau;;69001;Lyon;FR;
DO-0238;company;;;Assureur Garcia EURL;20000000000238;ops238@donneur-238.example.fr;0150000238;;59 rue de la Paix;;69003;Lyon;FR;
DO-0239;company;;;Assureur David SCI;20000000000239;ops239@donneur-239.example.fr;0150000239;;60 avenue Victor Hugo;;13001;Marseille;FR;
DO-0240;individual;Marie;Dubois;;;marie.dubois.do240@example.fr;;0720000240;61 boulevard Haussmann;;33000;Bordeaux;FR;
DO-0241;company;;;Assureur Bernard SARL;20000000000241;ops241@donneur-241.example.fr;0150000241;;62 rue du Commerce;;31000;Toulouse;FR;
DO-0242;company;;;Assureur Dubois SA;20000000000242;ops242@donneur-242.example.fr;0150000242;;63 place de la République;;44000;Nantes;FR;
DO-0243;company;;;Assureur Thomas EURL;20000000000243;ops243@donneur-243.example.fr;0150000243;;64 chemin des Vignes;;59000;Lille;FR;
DO-0244;individual;Camille;Petit;;;camille.petit.do244@example.fr;;0720000244;65 impasse des Lilas;;67000;Strasbourg;FR;
DO-0245;company;;;Assureur Richard SAS;20000000000245;ops245@donneur-245.example.fr;0150000245;;66 allée des Tilleuls;;34000;Montpellier;FR;
DO-0246;company;;;Assureur Petit SARL;20000000000246;ops246@donneur-246.example.fr;0150000246;;67 rue Nationale;;06000;Nice;FR;
DO-0247;company;;;Assureur Durand SA;20000000000247;ops247@donneur-247.example.fr;0150000247;;68 cours Mirabeau;;35000;Rennes;FR;
DO-0248;individual;Claire;Simon;;;claire.simon.do248@example.fr;;0720000248;69 rue de la Paix;;51100;Reims;FR;
DO-0249;company;;;Assureur Moreau SCI;20000000000249;ops249@donneur-249.example.fr;0150000249;;70 avenue Victor Hugo;;21000;Dijon;FR;
DO-0250;company;;;Assureur Simon SAS;20000000000250;ops250@donneur-250.example.fr;0150000250;;71 boulevard Haussmann;;80000;Amiens;FR;
DO-0251;company;;;Assureur Laurent SARL;20000000000251;ops251@donneur-251.example.fr;0150000251;;72 rue du Commerce;;76000;Rouen;FR;
DO-0252;individual;Léa;Garcia;;;léa.garcia.do252@example.fr;;0720000252;73 place de la République;;14000;Caen;FR;
DO-0253;company;;;Assureur Michel EURL;20000000000253;ops253@donneur-253.example.fr;0150000253;;74 chemin des Vignes;;29200;Brest;FR;
DO-0254;company;;;Assureur Garcia SCI;20000000000254;ops254@donneur-254.example.fr;0150000254;;75 impasse des Lilas;;29800;Landerneau;FR;
DO-0255;company;;;Assureur David SAS;20000000000255;ops255@donneur-255.example.fr;0150000255;;76 allée des Tilleuls;;75001;Paris;FR;
DO-0256;individual;Marie;Dubois;;;marie.dubois.do256@example.fr;;0720000256;77 rue Nationale;;75002;Paris;FR;
DO-0257;company;;;Assureur Bernard SA;20000000000257;ops257@donneur-257.example.fr;0150000257;;78 cours Mirabeau;;69001;Lyon;FR;
DO-0258;company;;;Assureur Dubois EURL;20000000000258;ops258@donneur-258.example.fr;0150000258;;79 rue de la Paix;;69003;Lyon;FR;
DO-0259;company;;;Assureur Thomas SCI;20000000000259;ops259@donneur-259.example.fr;0150000259;;80 avenue Victor Hugo;;13001;Marseille;FR;
DO-0260;individual;Camille;Petit;;;camille.petit.do260@example.fr;;0720000260;81 boulevard Haussmann;;33000;Bordeaux;FR;
DO-0261;company;;;Assureur Richard SARL;20000000000261;ops261@donneur-261.example.fr;0150000261;;82 rue du Commerce;;31000;Toulouse;FR;
DO-0262;company;;;Assureur Petit SA;20000000000262;ops262@donneur-262.example.fr;0150000262;;83 place de la République;;44000;Nantes;FR;
DO-0263;company;;;Assureur Durand EURL;20000000000263;ops263@donneur-263.example.fr;0150000263;;84 chemin des Vignes;;59000;Lille;FR;
DO-0264;individual;Claire;Simon;;;claire.simon.do264@example.fr;;0720000264;85 impasse des Lilas;;67000;Strasbourg;FR;
DO-0265;company;;;Assureur Moreau SAS;20000000000265;ops265@donneur-265.example.fr;0150000265;;86 allée des Tilleuls;;34000;Montpellier;FR;
DO-0266;company;;;Assureur Simon SARL;20000000000266;ops266@donneur-266.example.fr;0150000266;;87 rue Nationale;;06000;Nice;FR;
DO-0267;company;;;Assureur Laurent SA;20000000000267;ops267@donneur-267.example.fr;0150000267;;88 cours Mirabeau;;35000;Rennes;FR;
DO-0268;individual;Léa;Garcia;;;léa.garcia.do268@example.fr;;0720000268;89 rue de la Paix;;51100;Reims;FR;
DO-0269;company;;;Assureur Michel SCI;20000000000269;ops269@donneur-269.example.fr;0150000269;;90 avenue Victor Hugo;;21000;Dijon;FR;
DO-0270;company;;;Assureur Garcia SAS;20000000000270;ops270@donneur-270.example.fr;0150000270;;1 boulevard Haussmann;;80000;Amiens;FR;
DO-0271;company;;;Assureur David SARL;20000000000271;ops271@donneur-271.example.fr;0150000271;;2 rue du Commerce;;76000;Rouen;FR;
DO-0272;individual;Marie;Dubois;;;marie.dubois.do272@example.fr;;0720000272;3 place de la République;;14000;Caen;FR;
DO-0273;company;;;Assureur Bernard EURL;20000000000273;ops273@donneur-273.example.fr;0150000273;;4 chemin des Vignes;;29200;Brest;FR;
DO-0274;company;;;Assureur Dubois SCI;20000000000274;ops274@donneur-274.example.fr;0150000274;;5 impasse des Lilas;;29800;Landerneau;FR;
DO-0275;company;;;Assureur Thomas SAS;20000000000275;ops275@donneur-275.example.fr;0150000275;;6 allée des Tilleuls;;75001;Paris;FR;
DO-0276;individual;Camille;Petit;;;camille.petit.do276@example.fr;;0720000276;7 rue Nationale;;75002;Paris;FR;
DO-0277;company;;;Assureur Richard SA;20000000000277;ops277@donneur-277.example.fr;0150000277;;8 cours Mirabeau;;69001;Lyon;FR;
DO-0278;company;;;Assureur Petit EURL;20000000000278;ops278@donneur-278.example.fr;0150000278;;9 rue de la Paix;;69003;Lyon;FR;
DO-0279;company;;;Assureur Durand SCI;20000000000279;ops279@donneur-279.example.fr;0150000279;;10 avenue Victor Hugo;;13001;Marseille;FR;
DO-0280;individual;Claire;Simon;;;claire.simon.do280@example.fr;;0720000280;11 boulevard Haussmann;;33000;Bordeaux;FR;
DO-0281;company;;;Assureur Moreau SARL;20000000000281;ops281@donneur-281.example.fr;0150000281;;12 rue du Commerce;;31000;Toulouse;FR;
DO-0282;company;;;Assureur Simon SA;20000000000282;ops282@donneur-282.example.fr;0150000282;;13 place de la République;;44000;Nantes;FR;
DO-0283;company;;;Assureur Laurent EURL;20000000000283;ops283@donneur-283.example.fr;0150000283;;14 chemin des Vignes;;59000;Lille;FR;
DO-0284;individual;Léa;Garcia;;;léa.garcia.do284@example.fr;;0720000284;15 impasse des Lilas;;67000;Strasbourg;FR;
DO-0285;company;;;Assureur Michel SAS;20000000000285;ops285@donneur-285.example.fr;0150000285;;16 allée des Tilleuls;;34000;Montpellier;FR;
DO-0286;company;;;Assureur Garcia SARL;20000000000286;ops286@donneur-286.example.fr;0150000286;;17 rue Nationale;;06000;Nice;FR;
DO-0287;company;;;Assureur David SA;20000000000287;ops287@donneur-287.example.fr;0150000287;;18 cours Mirabeau;;35000;Rennes;FR;
DO-0288;individual;Marie;Dubois;;;marie.dubois.do288@example.fr;;0720000288;19 rue de la Paix;;51100;Reims;FR;
DO-0289;company;;;Assureur Bernard SCI;20000000000289;ops289@donneur-289.example.fr;0150000289;;20 avenue Victor Hugo;;21000;Dijon;FR;
DO-0290;company;;;Assureur Dubois SAS;20000000000290;ops290@donneur-290.example.fr;0150000290;;21 boulevard Haussmann;;80000;Amiens;FR;
DO-0291;company;;;Assureur Thomas SARL;20000000000291;ops291@donneur-291.example.fr;0150000291;;22 rue du Commerce;;76000;Rouen;FR;
DO-0292;individual;Camille;Petit;;;camille.petit.do292@example.fr;;0720000292;23 place de la République;;14000;Caen;FR;
DO-0293;company;;;Assureur Richard EURL;20000000000293;ops293@donneur-293.example.fr;0150000293;;24 chemin des Vignes;;29200;Brest;FR;
DO-0294;company;;;Assureur Petit SCI;20000000000294;ops294@donneur-294.example.fr;0150000294;;25 impasse des Lilas;;29800;Landerneau;FR;
DO-0295;company;;;Assureur Durand SAS;20000000000295;ops295@donneur-295.example.fr;0150000295;;26 allée des Tilleuls;;75001;Paris;FR;
DO-0296;individual;Claire;Simon;;;claire.simon.do296@example.fr;;0720000296;27 rue Nationale;;75002;Paris;FR;
DO-0297;company;;;Assureur Moreau SA;20000000000297;ops297@donneur-297.example.fr;0150000297;;28 cours Mirabeau;;69001;Lyon;FR;
DO-0298;company;;;Assureur Simon EURL;20000000000298;ops298@donneur-298.example.fr;0150000298;;29 rue de la Paix;;69003;Lyon;FR;
DO-0299;company;;;Assureur Laurent SCI;20000000000299;ops299@donneur-299.example.fr;0150000299;;30 avenue Victor Hugo;;13001;Marseille;FR;
DO-0300;individual;Léa;Garcia;;;léa.garcia.do300@example.fr;;0720000300;31 boulevard Haussmann;;33000;Bordeaux;FR;
DO-0301;company;;;Assureur Michel SARL;20000000000301;ops301@donneur-301.example.fr;0150000301;;32 rue du Commerce;;31000;Toulouse;FR;
DO-0302;company;;;Assureur Garcia SA;20000000000302;ops302@donneur-302.example.fr;0150000302;;33 place de la République;;44000;Nantes;FR;
DO-0303;company;;;Assureur David EURL;20000000000303;ops303@donneur-303.example.fr;0150000303;;34 chemin des Vignes;;59000;Lille;FR;
DO-0304;individual;Marie;Dubois;;;marie.dubois.do304@example.fr;;0720000304;35 impasse des Lilas;;67000;Strasbourg;FR;
DO-0305;company;;;Assureur Bernard SAS;20000000000305;ops305@donneur-305.example.fr;0150000305;;36 allée des Tilleuls;;34000;Montpellier;FR;
DO-0306;company;;;Assureur Dubois SARL;20000000000306;ops306@donneur-306.example.fr;0150000306;;37 rue Nationale;;06000;Nice;FR;
DO-0307;company;;;Assureur Thomas SA;20000000000307;ops307@donneur-307.example.fr;0150000307;;38 cours Mirabeau;;35000;Rennes;FR;
DO-0308;individual;Camille;Petit;;;camille.petit.do308@example.fr;;0720000308;39 rue de la Paix;;51100;Reims;FR;
DO-0309;company;;;Assureur Richard SCI;20000000000309;ops309@donneur-309.example.fr;0150000309;;40 avenue Victor Hugo;;21000;Dijon;FR;
DO-0310;company;;;Assureur Petit SAS;20000000000310;ops310@donneur-310.example.fr;0150000310;;41 boulevard Haussmann;;80000;Amiens;FR;
DO-0311;company;;;Assureur Durand SARL;20000000000311;ops311@donneur-311.example.fr;0150000311;;42 rue du Commerce;;76000;Rouen;FR;
DO-0312;individual;Claire;Simon;;;claire.simon.do312@example.fr;;0720000312;43 place de la République;;14000;Caen;FR;
DO-0313;company;;;Assureur Moreau EURL;20000000000313;ops313@donneur-313.example.fr;0150000313;;44 chemin des Vignes;;29200;Brest;FR;
DO-0314;company;;;Assureur Simon SCI;20000000000314;ops314@donneur-314.example.fr;0150000314;;45 impasse des Lilas;;29800;Landerneau;FR;
DO-0315;company;;;Assureur Laurent SAS;20000000000315;ops315@donneur-315.example.fr;0150000315;;46 allée des Tilleuls;;75001;Paris;FR;
DO-0316;individual;Léa;Garcia;;;léa.garcia.do316@example.fr;;0720000316;47 rue Nationale;;75002;Paris;FR;
DO-0317;company;;;Assureur Michel SA;20000000000317;ops317@donneur-317.example.fr;0150000317;;48 cours Mirabeau;;69001;Lyon;FR;
DO-0318;company;;;Assureur Garcia EURL;20000000000318;ops318@donneur-318.example.fr;0150000318;;49 rue de la Paix;;69003;Lyon;FR;
DO-0319;company;;;Assureur David SCI;20000000000319;ops319@donneur-319.example.fr;0150000319;;50 avenue Victor Hugo;;13001;Marseille;FR;
DO-0320;individual;Marie;Dubois;;;marie.dubois.do320@example.fr;;0720000320;51 boulevard Haussmann;;33000;Bordeaux;FR;
DO-0321;company;;;Assureur Bernard SARL;20000000000321;ops321@donneur-321.example.fr;0150000321;;52 rue du Commerce;;31000;Toulouse;FR;
DO-0322;company;;;Assureur Dubois SA;20000000000322;ops322@donneur-322.example.fr;0150000322;;53 place de la République;;44000;Nantes;FR;
DO-0323;company;;;Assureur Thomas EURL;20000000000323;ops323@donneur-323.example.fr;0150000323;;54 chemin des Vignes;;59000;Lille;FR;
DO-0324;individual;Camille;Petit;;;camille.petit.do324@example.fr;;0720000324;55 impasse des Lilas;;67000;Strasbourg;FR;
DO-0325;company;;;Assureur Richard SAS;20000000000325;ops325@donneur-325.example.fr;0150000325;;56 allée des Tilleuls;;34000;Montpellier;FR;
DO-0326;company;;;Assureur Petit SARL;20000000000326;ops326@donneur-326.example.fr;0150000326;;57 rue Nationale;;06000;Nice;FR;
DO-0327;company;;;Assureur Durand SA;20000000000327;ops327@donneur-327.example.fr;0150000327;;58 cours Mirabeau;;35000;Rennes;FR;
DO-0328;individual;Claire;Simon;;;claire.simon.do328@example.fr;;0720000328;59 rue de la Paix;;51100;Reims;FR;
DO-0329;company;;;Assureur Moreau SCI;20000000000329;ops329@donneur-329.example.fr;0150000329;;60 avenue Victor Hugo;;21000;Dijon;FR;
DO-0330;company;;;Assureur Simon SAS;20000000000330;ops330@donneur-330.example.fr;0150000330;;61 boulevard Haussmann;;80000;Amiens;FR;
DO-0331;company;;;Assureur Laurent SARL;20000000000331;ops331@donneur-331.example.fr;0150000331;;62 rue du Commerce;;76000;Rouen;FR;
DO-0332;individual;Léa;Garcia;;;léa.garcia.do332@example.fr;;0720000332;63 place de la République;;14000;Caen;FR;
DO-0333;company;;;Assureur Michel EURL;20000000000333;ops333@donneur-333.example.fr;0150000333;;64 chemin des Vignes;;29200;Brest;FR;
DO-0334;company;;;Assureur Garcia SCI;20000000000334;ops334@donneur-334.example.fr;0150000334;;65 impasse des Lilas;;29800;Landerneau;FR;
DO-0335;company;;;Assureur David SAS;20000000000335;ops335@donneur-335.example.fr;0150000335;;66 allée des Tilleuls;;75001;Paris;FR;
DO-0336;individual;Marie;Dubois;;;marie.dubois.do336@example.fr;;0720000336;67 rue Nationale;;75002;Paris;FR;
DO-0337;company;;;Assureur Bernard SA;20000000000337;ops337@donneur-337.example.fr;0150000337;;68 cours Mirabeau;;69001;Lyon;FR;
DO-0338;company;;;Assureur Dubois EURL;20000000000338;ops338@donneur-338.example.fr;0150000338;;69 rue de la Paix;;69003;Lyon;FR;
DO-0339;company;;;Assureur Thomas SCI;20000000000339;ops339@donneur-339.example.fr;0150000339;;70 avenue Victor Hugo;;13001;Marseille;FR;
DO-0340;individual;Camille;Petit;;;camille.petit.do340@example.fr;;0720000340;71 boulevard Haussmann;;33000;Bordeaux;FR;
DO-0341;company;;;Assureur Richard SARL;20000000000341;ops341@donneur-341.example.fr;0150000341;;72 rue du Commerce;;31000;Toulouse;FR;
DO-0342;company;;;Assureur Petit SA;20000000000342;ops342@donneur-342.example.fr;0150000342;;73 place de la République;;44000;Nantes;FR;
DO-0343;company;;;Assureur Durand EURL;20000000000343;ops343@donneur-343.example.fr;0150000343;;74 chemin des Vignes;;59000;Lille;FR;
DO-0344;individual;Claire;Simon;;;claire.simon.do344@example.fr;;0720000344;75 impasse des Lilas;;67000;Strasbourg;FR;
DO-0345;company;;;Assureur Moreau SAS;20000000000345;ops345@donneur-345.example.fr;0150000345;;76 allée des Tilleuls;;34000;Montpellier;FR;
DO-0346;company;;;Assureur Simon SARL;20000000000346;ops346@donneur-346.example.fr;0150000346;;77 rue Nationale;;06000;Nice;FR;
DO-0347;company;;;Assureur Laurent SA;20000000000347;ops347@donneur-347.example.fr;0150000347;;78 cours Mirabeau;;35000;Rennes;FR;
DO-0348;individual;Léa;Garcia;;;léa.garcia.do348@example.fr;;0720000348;79 rue de la Paix;;51100;Reims;FR;
DO-0349;company;;;Assureur Michel SCI;20000000000349;ops349@donneur-349.example.fr;0150000349;;80 avenue Victor Hugo;;21000;Dijon;FR;
DO-0350;company;;;Assureur Garcia SAS;20000000000350;ops350@donneur-350.example.fr;0150000350;;81 boulevard Haussmann;;80000;Amiens;FR;
DO-0351;company;;;Assureur David SARL;20000000000351;ops351@donneur-351.example.fr;0150000351;;82 rue du Commerce;;76000;Rouen;FR;
DO-0352;individual;Marie;Dubois;;;marie.dubois.do352@example.fr;;0720000352;83 place de la République;;14000;Caen;FR;
DO-0353;company;;;Assureur Bernard EURL;20000000000353;ops353@donneur-353.example.fr;0150000353;;84 chemin des Vignes;;29200;Brest;FR;
DO-0354;company;;;Assureur Dubois SCI;20000000000354;ops354@donneur-354.example.fr;0150000354;;85 impasse des Lilas;;29800;Landerneau;FR;
DO-0355;company;;;Assureur Thomas SAS;20000000000355;ops355@donneur-355.example.fr;0150000355;;86 allée des Tilleuls;;75001;Paris;FR;
DO-0356;individual;Camille;Petit;;;camille.petit.do356@example.fr;;0720000356;87 rue Nationale;;75002;Paris;FR;
DO-0357;company;;;Assureur Richard SA;20000000000357;ops357@donneur-357.example.fr;0150000357;;88 cours Mirabeau;;69001;Lyon;FR;
DO-0358;company;;;Assureur Petit EURL;20000000000358;ops358@donneur-358.example.fr;0150000358;;89 rue de la Paix;;69003;Lyon;FR;
DO-0359;company;;;Assureur Durand SCI;20000000000359;ops359@donneur-359.example.fr;0150000359;;90 avenue Victor Hugo;;13001;Marseille;FR;
DO-0360;individual;Claire;Simon;;;claire.simon.do360@example.fr;;0720000360;1 boulevard Haussmann;;33000;Bordeaux;FR;
DO-0361;company;;;Assureur Moreau SARL;20000000000361;ops361@donneur-361.example.fr;0150000361;;2 rue du Commerce;;31000;Toulouse;FR;
DO-0362;company;;;Assureur Simon SA;20000000000362;ops362@donneur-362.example.fr;0150000362;;3 place de la République;;44000;Nantes;FR;
DO-0363;company;;;Assureur Laurent EURL;20000000000363;ops363@donneur-363.example.fr;0150000363;;4 chemin des Vignes;;59000;Lille;FR;
DO-0364;individual;Léa;Garcia;;;léa.garcia.do364@example.fr;;0720000364;5 impasse des Lilas;;67000;Strasbourg;FR;
DO-0365;company;;;Assureur Michel SAS;20000000000365;ops365@donneur-365.example.fr;0150000365;;6 allée des Tilleuls;;34000;Montpellier;FR;
DO-0366;company;;;Assureur Garcia SARL;20000000000366;ops366@donneur-366.example.fr;0150000366;;7 rue Nationale;;06000;Nice;FR;
DO-0367;company;;;Assureur David SA;20000000000367;ops367@donneur-367.example.fr;0150000367;;8 cours Mirabeau;;35000;Rennes;FR;
DO-0368;individual;Marie;Dubois;;;marie.dubois.do368@example.fr;;0720000368;9 rue de la Paix;;51100;Reims;FR;
DO-0369;company;;;Assureur Bernard SCI;20000000000369;ops369@donneur-369.example.fr;0150000369;;10 avenue Victor Hugo;;21000;Dijon;FR;
DO-0370;company;;;Assureur Dubois SAS;20000000000370;ops370@donneur-370.example.fr;0150000370;;11 boulevard Haussmann;;80000;Amiens;FR;
DO-0371;company;;;Assureur Thomas SARL;20000000000371;ops371@donneur-371.example.fr;0150000371;;12 rue du Commerce;;76000;Rouen;FR;
DO-0372;individual;Camille;Petit;;;camille.petit.do372@example.fr;;0720000372;13 place de la République;;14000;Caen;FR;
DO-0373;company;;;Assureur Richard EURL;20000000000373;ops373@donneur-373.example.fr;0150000373;;14 chemin des Vignes;;29200;Brest;FR;
DO-0374;company;;;Assureur Petit SCI;20000000000374;ops374@donneur-374.example.fr;0150000374;;15 impasse des Lilas;;29800;Landerneau;FR;
DO-0375;company;;;Assureur Durand SAS;20000000000375;ops375@donneur-375.example.fr;0150000375;;16 allée des Tilleuls;;75001;Paris;FR;
DO-0376;individual;Claire;Simon;;;claire.simon.do376@example.fr;;0720000376;17 rue Nationale;;75002;Paris;FR;
DO-0377;company;;;Assureur Moreau SA;20000000000377;ops377@donneur-377.example.fr;0150000377;;18 cours Mirabeau;;69001;Lyon;FR;
DO-0378;company;;;Assureur Simon EURL;20000000000378;ops378@donneur-378.example.fr;0150000378;;19 rue de la Paix;;69003;Lyon;FR;
DO-0379;company;;;Assureur Laurent SCI;20000000000379;ops379@donneur-379.example.fr;0150000379;;20 avenue Victor Hugo;;13001;Marseille;FR;
DO-0380;individual;Léa;Garcia;;;léa.garcia.do380@example.fr;;0720000380;21 boulevard Haussmann;;33000;Bordeaux;FR;
DO-0381;company;;;Assureur Michel SARL;20000000000381;ops381@donneur-381.example.fr;0150000381;;22 rue du Commerce;;31000;Toulouse;FR;
DO-0382;company;;;Assureur Garcia SA;20000000000382;ops382@donneur-382.example.fr;0150000382;;23 place de la République;;44000;Nantes;FR;
DO-0383;company;;;Assureur David EURL;20000000000383;ops383@donneur-383.example.fr;0150000383;;24 chemin des Vignes;;59000;Lille;FR;
DO-0384;individual;Marie;Dubois;;;marie.dubois.do384@example.fr;;0720000384;25 impasse des Lilas;;67000;Strasbourg;FR;
DO-0385;company;;;Assureur Bernard SAS;20000000000385;ops385@donneur-385.example.fr;0150000385;;26 allée des Tilleuls;;34000;Montpellier;FR;
DO-0386;company;;;Assureur Dubois SARL;20000000000386;ops386@donneur-386.example.fr;0150000386;;27 rue Nationale;;06000;Nice;FR;
DO-0387;company;;;Assureur Thomas SA;20000000000387;ops387@donneur-387.example.fr;0150000387;;28 cours Mirabeau;;35000;Rennes;FR;
DO-0388;individual;Camille;Petit;;;camille.petit.do388@example.fr;;0720000388;29 rue de la Paix;;51100;Reims;FR;
DO-0389;company;;;Assureur Richard SCI;20000000000389;ops389@donneur-389.example.fr;0150000389;;30 avenue Victor Hugo;;21000;Dijon;FR;
DO-0390;company;;;Assureur Petit SAS;20000000000390;ops390@donneur-390.example.fr;0150000390;;31 boulevard Haussmann;;80000;Amiens;FR;
DO-0391;company;;;Assureur Durand SARL;20000000000391;ops391@donneur-391.example.fr;0150000391;;32 rue du Commerce;;76000;Rouen;FR;
DO-0392;individual;Claire;Simon;;;claire.simon.do392@example.fr;;0720000392;33 place de la République;;14000;Caen;FR;
DO-0393;company;;;Assureur Moreau EURL;20000000000393;ops393@donneur-393.example.fr;0150000393;;34 chemin des Vignes;;29200;Brest;FR;
DO-0394;company;;;Assureur Simon SCI;20000000000394;ops394@donneur-394.example.fr;0150000394;;35 impasse des Lilas;;29800;Landerneau;FR;
DO-0395;company;;;Assureur Laurent SAS;20000000000395;ops395@donneur-395.example.fr;0150000395;;36 allée des Tilleuls;;75001;Paris;FR;
DO-0396;individual;Léa;Garcia;;;léa.garcia.do396@example.fr;;0720000396;37 rue Nationale;;75002;Paris;FR;
DO-0397;company;;;Assureur Michel SA;20000000000397;ops397@donneur-397.example.fr;0150000397;;38 cours Mirabeau;;69001;Lyon;FR;
DO-0398;company;;;Assureur Garcia EURL;20000000000398;ops398@donneur-398.example.fr;0150000398;;39 rue de la Paix;;69003;Lyon;FR;
DO-0399;company;;;Assureur David SCI;20000000000399;ops399@donneur-399.example.fr;0150000399;;40 avenue Victor Hugo;;13001;Marseille;FR;
